	lncRNA
16066	CTC-425O23.5
16067	CTC-492K19.7
16068	SERTAD3-AS1
16069	CTC-490E21.14
16070	CTC-490E21.10
16071	CTC-490E21.11
16072	AC092071.1
16073	CTD-2195B23.3
16074	CTC-435M10.13
16075	CTC-435M10.12
16076	CTC-435M10.10
16077	CTC-435M10.6
16078	PCAT19
16079	AC006129.1
16080	LINC01480
16081	AC006129.2
16082	AC006129.3
16083	AC011513.4
16084	AC020956.3
16085	CTC-378H22.1
16086	CTC-378H22.2
16087	AC006486.10
16088	LIPE-AS1
16089	CTB-50E14.4
16090	PSG8-AS1
16091	CTC-490G23.6
16092	AC005392.13
16093	CTC-490G23.2
16094	CTC-490G23.4
16095	L34079.3
16096	L34079.4
16097	AC115522.3
16098	RP11-15A1.4
16099	RP11-15A1.3
16100	RP11-15A1.10
16101	ZNF45-AS1
16102	RP11-15A1.8
16103	RP11-15A1.9
16104	ZNF230-DT
16105	ZNF222-DT
16106	AC084219.4
16107	CTC-204F22.7
16108	CTC-204F22.1
16109	CTC-512J12.4
16110	AC138472.6
16111	CEACAM16-AS1
16112	AC092066.1
16113	LLNLR-231D4.1
16114	CTB-129P6.4
16115	CTB-129P6.7
16116	CTB-129P6.11
16117	GEMIN7-AS1
16118	AC005757.6
16119	EML2-AS1
16120	AC007191.4
16121	AC074212.5
16122	DM1-AS
16123	AC092301.3
16124	CTC-344H19.4
16125	AC007193.6
16126	AC006262.4
16127	IGFL2-AS1
16128	AC006262.6
16129	AC006262.10
16130	AC007193.10
16131	AC007193.9
16132	AC007193.8
16133	CTB-158D10.3
16134	CTB-12A17.3
16135	CTB-12A17.2
16136	DACT3-AS1
16137	CTB-174O21.2
16138	CTB-147N14.6
16139	CTD-2233K9.1
16140	CTC-483I11.5
16141	RP11-43N16.7
16142	NAPA-AS1
16143	RP11-43N16.4
16144	CTD-2571L23.8
16145	CTD-3001H11.2
16146	BICRA-AS1
16147	AC008985.1
16148	NOP53-AS1
16149	LINC01595
16150	PLA2G4C-AS1
16151	CTC-453G23.5
16152	CTC-453G23.4
16153	CTC-453G23.7
16154	CTC-453G23.8
16155	CARD8-AS1
16156	ZNF114-AS1
16157	CTC-273B12.5
16158	CTC-273B12.13
16159	AC022154.7
16160	CTD-2639E6.11
16161	NUCB1-AS1
16162	CTD-2639E6.4
16163	CTD-2639E6.9
16164	CTB-60B18.12
16165	CTB-60B18.18
16166	CTC-301O7.4
16167	AC010524.4
16168	AC010524.2
16169	CTD-3148I10.15
16170	CTB-33G10.11
16171	CTB-33G10.6
16172	AC006942.4
16173	PTOV1-AS1
16174	AC018766.6
16175	PTOV1-AS2
16176	CTD-2126E3.3
16177	CTD-2126E3.1
16178	CTD-2126E3.4
16179	CTD-2126E3.6
16180	CTB-191K22.5
16181	CTB-191K22.6
16182	CTD-2545M3.2
16183	CTD-2545M3.8
16184	CTD-2560K21.6
16185	CTD-2568A17.8
16186	AC011523.2
16187	CTB-147C22.8
16188	CTB-147C22.6
16189	CTB-147C22.9
16190	CTC-518B2.12
16191	CTC-518B2.9
16192	CTC-518B2.10
16193	CTD-3187F8.14
16194	CTD-3187F8.2
16195	LINC01872
16196	VSIG10L-AS1
16197	CTD-2616J11.9
16198	CTD-2616J11.10
16199	CTD-2616J11.14
16200	CTD-2616J11.3
16201	SIGLEC10-AS1
16202	CTD-3073N11.9
16203	AC018755.17
16204	LLNLR-470E3.1
16205	SPACA6P-AS
16206	LLNLR-470E3.2
16207	AC006272.2
16208	ZNF649-AS1
16209	ZNF350-AS1
16210	CTC-471J1.11
16211	CTC-471J1.2
16212	CTC-471J1.8
16213	CTC-471J1.9
16214	CTD-2525I3.2
16215	CTD-2525I3.3
16216	CTD-2525I3.5
16217	CTD-2525I3.6
16218	ZNF528-AS1
16219	CTD-3018O17.7
16220	CTD-3099C6.5
16221	CTD-3099C6.7
16222	CTD-3099C6.11
16223	CTD-2331H12.7
16224	CTD-2620I22.1
16225	CTD-2620I22.3
16226	CTD-2245F17.2
16227	CTD-2245F17.6
16228	CTD-2245F17.9
16229	CTD-2224J9.11
16230	CTC-339O9.1
16231	CTD-3022G6.1
16232	AC008753.4
16233	MYADM-AS1
16234	AC008440.5
16235	AC012314.8
16236	AC012314.20
16237	CTB-83J4.1
16238	AC008984.2
16239	AC008746.3
16240	CTD-2587H19.2
16241	CTD-2587H19.3
16242	AC008746.12
16243	LENG8-AS1
16244	CTB-83J4.2
16245	LILRB1-AS1
16246	CTB-61M7.1
16247	CTB-61M7.2
16248	GP6-AS1
16249	CTC-550B14.6
16250	CTD-2587H24.16
16251	DNAAF3-AS1
16252	CTD-2587H24.15
16253	CTD-2587H24.10
16254	CTD-2587H24.14
16255	CTD-2105E13.14
16256	CTD-2105E13.16
16257	CTD-2105E13.15
16258	CTD-2537I9.15
16259	ZNF628-DT
16260	CTD-2537I9.18
16261	CTD-2537I9.12
16262	CTD-2537I9.13
16263	AC010525.4
16264	LINC01864
16265	CTD-2621I17.8
16266	CTD-2621I17.3
16267	AC006116.19
16268	ZSCAN5A-AS1
16269	AC006116.15
16270	AC006116.21
16271	AC006116.28
16272	AC006116.12
16273	ZNF582-DT
16274	ZNF667-AS1
16275	AC098795.1
16276	AC005498.4
16277	ZFP28-DT
16278	ZNF470-DT
16279	ZIM2-AS1
16280	AC006115.7
16281	MIMT1
16282	CTC-444N24.8
16283	ZNF460-AS1
16284	CTC-444N24.7
16285	CTC-444N24.11
16286	CTC-444N24.13
16287	AC004076.5
16288	AC003005.2
16289	AC003682.16
16290	CTD-2583A14.8
16291	CTD-2368P22.1
16292	CTD-2368P22.2
16293	CTD-2623H2.9
16294	ZNF8-DT
16295	CTD-3138B18.6
16296	ZNF8-ERVK3-1
16297	LLNLR-245B6.1
16298	CTD-2619J13.8
16299	A1BG-AS1
16300	CTD-2619J13.5
16301	CTD-2619J13.9
16302	ZNF497-AS1
16303	LINC02560
16304	CTD-2619J13.14
16305	CTD-2619J13.16
16306	CTD-2619J13.17
16307	ZNF132-DT
16308	CTD-2619J13.23
16309	CTD-2619J13.27
16310	MZF1-AS1
16311	LLNLR-271E8.1
16312	AC016629.3
16313	RP5-1103G7.10
16314	RP5-1103G7.11
16315	NRSN2-AS1
16316	RP4-545L17.11
16317	RP4-545L17.12
16318	RP11-314N13.9
16319	SDCBP2-AS1
16320	RP11-314N13.3
16321	SIRPG-AS1
16322	RP5-968J1.1
16323	RP5-858L17.1
16324	PDYN-AS1
16325	RP11-550O8.2
16326	RP11-128M1.4
16327	RP11-128M1.3
16328	RP11-128M1.1
16329	RP4-686C3.7
16330	UBOX5-AS1
16331	RP4-794I6.4
16332	RP4-687F11.2
16333	LINC01730
16334	RP5-1009E24.9
16335	PANK2-AS1
16336	RP4-681N20.5
16337	RP11-352D3.2
16338	LINC01433
16339	RP11-307O10.1
16340	RP5-1164C1.2
16341	PRNT
16342	RP5-1068H6.6
16343	RP5-1116H23.6
16344	RP5-1116H23.5
16345	RP5-1116H23.4
16346	RP5-1116H23.3
16347	RP5-1022P6.7
16348	RP5-828H9.4
16349	LINC00658
16350	RP5-828H9.1
16351	LINC00654
16352	LINC01729
16353	RP5-1022P6.5
16354	MCM8-AS1
16355	RP5-967N21.11
16356	RP5-1056H1.2
16357	CASC20
16358	LINC01713
16359	RP4-764O22.1
16360	LINC01428
16361	RP11-19D2.1
16362	LINC01751
16363	LINC01706
16364	RP5-971N18.3
16365	PLCB1-IT1
16366	LAMP5-AS1
16367	RP5-986I17.3
16368	RP5-986I17.2
16369	RP4-702M17.1
16370	PARAL1
16371	SNAP25-AS1
16372	RP11-416N4.4
16373	RP11-416N4.1
16374	RP5-1068F16.6
16375	RP11-103J8.1
16376	LINC01752
16377	RP1-278O22.2
16378	RP4-697P8.3
16379	LINC02871
16380	RP11-103J8.2
16381	RP4-734C18.1
16382	RP5-1128N12.3
16383	RP5-1128N12.4
16384	RP11-268G13.1
16385	LINC00687
16386	RP4-742J24.2
16387	RP4-796I8.1
16388	RP11-102J14.1
16389	LINC01722
16390	RP5-1069C8.3
16391	RP11-157E14.2
16392	LINC01723
16393	ISM1-AS1
16394	RP5-1077I2.3
16395	RP4-585I14.3
16396	RP11-280O9.2
16397	MACROD2-IT1
16398	MACROD2-AS1
16399	RP5-974N19.1
16400	RP11-388K2.1
16401	RP5-841K13.1
16402	RP11-494B22.2
16403	RP4-777L9.2
16404	RP4-777L9.3
16405	RP4-705D16.3
16406	RP5-1195D24.1
16407	RP1-298M8.3
16408	RP1-298M8.2
16409	RP11-462D18.4
16410	RP5-905G11.3
16411	RP4-726N1.2
16412	RP4-568F9.8
16413	RP4-568F9.6
16414	ZNF133-AS1
16415	LINC00851
16416	DTD1-AS1
16417	LINC00652
16418	LINC00653
16419	SCP2D1-AS1
16420	RP11-97N19.3
16421	RP11-97N19.4
16422	RP11-97N19.2
16423	SLC24A3-AS1
16424	RP4-718D20.3
16425	RP1-122P22.4
16426	RP5-1002M8.4
16427	RP5-1178H5.2
16428	CFAP61-AS1
16429	RP11-470C13.4
16430	RP5-1177M21.1
16431	LINC00237
16432	RP5-872K7.8
16433	RP5-872K7.7
16434	KIZ-AS1
16435	RP1-198K11.5
16436	RP11-227D2.3
16437	RP5-984P4.6
16438	NKX2-2-AS1
16439	RP5-984P4.4
16440	LINC01727
16441	LINC01726
16442	RP5-1185K9.1
16443	LINC01432
16444	RP5-1097P24.1
16445	LINC01427
16446	RP5-1004I9.1
16447	LINC00261
16448	LNCNEF
16449	LINC01747
16450	RP11-359G22.4
16451	RP4-753D10.5
16452	RP4-753D10.3
16453	RP4-737E23.6
16454	LINC00656
16455	RP4-737E23.5
16456	RP4-737E23.7
16457	RP5-851M4.1
16458	NXT1-AS1
16459	LINC01431
16460	RP3-333B15.5
16461	RP3-333B15.4
16462	RP3-333B15.6
16463	RP11-218C14.8
16464	RP11-218C14.5
16465	RP1-234M6.2
16466	XXyac-YX60D10.3
16467	XXyac-YX60D10.1
16468	LINC01721
16469	RP5-1100I6.1
16470	RP4-564O4.1
16471	RP11-526K17.2
16472	RP5-860P4.2
16473	RP4-568C11.4
16474	RP4-568C11.5
16475	RP5-1025A1.3
16476	RP4-738P15.1
16477	RP4-738P15.7
16478	RP4-738P15.6
16479	RP5-965G21.3
16480	RP5-965G21.4
16481	RP5-965G21.5
16482	RP5-965G21.6
16483	ZNF337-AS1
16484	RP4-694B14.8
16485	RP13-401N8.1
16486	FAM182B
16487	LINC01733
16488	FAM182A
16489	RP4-760C5.3
16490	RP4-760C5.1
16491	RP13-329D4.3
16492	RP3-410C9.3
16493	MIR663AHG
16494	RP3-410C9.2
16495	FAM242B
16496	LINC01597
16497	RP4-610C12.5
16498	RP4-610C12.6
16499	FAM242A
16500	LINC00028
16501	RP3-324O17.7
16502	HM13-IT1
16503	HM13-AS1
16504	RP3-324O17.8
16505	BCL2L1-AS1
16506	ABALON
16507	RP1-310O13.13
16508	RP1-310O13.7
16509	RP5-836N17.4
16510	RP11-392M18.6
16511	RP11-358N2.2
16512	RP5-1184F4.5
16513	RP5-1184F4.8
16514	RP5-1184F4.7
16515	RP11-410N8.3
16516	NOL4L-DT
16517	RP11-410N8.1
16518	RP5-1085F17.4
16519	RP5-1085F17.3
16520	RP11-49G10.3
16521	RP1-63M2.7
16522	RP1-63M2.5
16523	RP4-553F4.2
16524	ZNF341-AS1
16525	RALY-AS1
16526	RP5-1125A11.4
16527	RP1-64K7.5
16528	RP4-785G19.5
16529	CTD-3216D2.5
16530	ITCH-AS1
16531	ITCH-IT1
16532	RP3-468O1.6
16533	RP1-18C9.3
16534	RP11-42O4.2
16535	RP4-614O4.13
16536	FAM83C-AS1
16537	GDF5-AS1
16538	CEP250-AS1
16539	NORAD
16540	RP4-550H1.4
16541	RP4-550H1.7
16542	RP4-550H1.5
16543	RP11-234K24.3
16544	RP11-234K24.6
16545	DLGAP4-AS1
16546	RP4-621N11.2
16547	RP5-1141E15.2
16548	RP11-425M5.7
16549	LINC01746
16550	LINC00489
16551	RP4-640H8.2
16552	RP5-1057B20.3
16553	RP5-1054A22.4
16554	CTD-2308N23.5
16555	CTD-2308N23.4
16556	CTD-2308N23.3
16557	CTD-2308N23.2
16558	RP4-564F22.6
16559	RP4-564F22.5
16560	RP4-564F22.7
16561	SNHG17
16562	SNHG11
16563	RP4-616B8.5
16564	DHX35-DT
16565	RP4-616B8.6
16566	LINC01734
16567	RP4-705O1.2
16568	RP1-80L13.1
16569	RP5-1031J8.1
16570	LINC01370
16571	RP11-101E14.3
16572	RP1-191L6.2
16573	RP4-644L1.2
16574	RP5-970A17.1
16575	PLCG1-AS1
16576	RP4-620E11.8
16577	RP5-1121H13.4
16578	RP5-1121H13.3
16579	RP1-232N11.2
16580	PTPRT-AS1
16581	RP1-269M15.3
16582	RP1-138B7.5
16583	RP1-138B7.7
16584	LINC01728
16585	RP5-1183I21.2
16586	OSER1-DT
16587	RP5-881L22.5
16588	HNF4A-AS1
16589	RP5-881L22.6
16590	LINC01620
16591	LINC01260
16592	RP11-445H22.5
16593	KCNK15-AS1
16594	RP4-781B1.5
16595	RP1-148E22.2
16596	STK4-AS1
16597	RP3-453C12.14
16598	RP3-453C12.15
16599	RP3-461P17.9
16600	RP3-337O18.9
16601	RP11-465L10.14
16602	SLC12A5-AS1
16603	RP5-998H6.2
16604	RP11-394O2.3
16605	RP5-981L23.7
16606	RP1-101A2.1
16607	TP53RK-DT
16608	RP11-323C15.2
16609	RP4-569M23.5
16610	RP4-569M23.4
16611	RP4-569M23.2
16612	LINC01754
16613	CTD-2653D5.1
16614	RP11-347D21.1
16615	RP11-347D21.2
16616	RP11-347D21.5
16617	LINC01522
16618	LINC01523
16619	RP11-321P16.2
16620	RP11-321P16.3
16621	RP11-321P16.1
16622	RP3-453O12.1
16623	RP5-1050C22.2
16624	RP5-1050C22.1
16625	LINC00494
16626	RP1-66N13.1
16627	RP1-66N13.4
16628	RP5-991B18.1
16629	RP5-991B18.2
16630	RP5-998C11.1
16631	RP5-906C1.1
16632	CSE1L-AS1
16633	ZFAS1
16634	TRERNA1
16635	LINC01275
16636	RP11-112L6.2
16637	LINC01273
16638	CEBPB-AS1
16639	PELATON
16640	LINC01270
16641	LINC01271
16642	RP4-530I15.9
16643	RIPOR3-AS1
16644	ADNP-AS1
16645	RP5-955M13.4
16646	RP4-811M8.1
16647	LINC01429
16648	RP5-831D17.4
16649	LINC01524
16650	RP4-583K8.1
16651	RP5-1022J11.2
16652	RP4-715N11.2
16653	RP4-606D23.1
16654	RP11-80K6.2
16655	RP11-15M15.3
16656	RP11-15M15.1
16657	RP11-15M15.2
16658	RP4-678D15.1
16659	RP4-669H2.1
16660	RP5-823G15.5
16661	RP4-724E16.2
16662	AC005808.3
16663	AC005914.1
16664	AC006076.1
16665	AC005220.3
16666	RP5-1162C3.4
16667	RP5-1162C3.3
16668	LINC01440
16669	LINC01441
16670	RP5-837G17.1
16671	CTD-2022J23.1
16672	RP4-586J11.1
16673	RP11-380D15.3
16674	RP5-1153D9.5
16675	RP5-1153D9.6
16676	LINC01716
16677	RP5-897D18.1
16678	RP11-560A15.4
16679	RP11-560A15.3
16680	RP11-560A15.7
16681	RP11-560A15.6
16682	BMP7-AS1
16683	RP4-813D12.3
16684	RBM38-AS1
16685	RP4-800J21.4
16686	RP4-718J7.4
16687	NKILA
16688	RP13-379L11.2
16689	LINC01742
16690	RP13-379L11.1
16691	APCDD1L-DT
16692	RP5-907D15.3
16693	LINC01711
16694	RP11-261P9.4
16695	RP4-806M20.5
16696	RP4-806M20.4
16697	GNAS-AS1
16698	RP4-806M20.3
16699	RP1-309F20.3
16700	RP1-309F20.4
16701	RP4-543J19.8
16702	RP4-614C15.2
16703	RP4-614C15.3
16704	RP11-136B8.1
16705	RP11-164D18.3
16706	RP11-164D18.2
16707	PHACTR3-AS1
16708	C20orf197
16709	RP5-1017F8.2
16710	MIR646HG
16711	RP5-1016A21.1
16712	RP11-151E14.1
16713	RP5-827L5.2
16714	LINC01718
16715	RP11-723K16.1
16716	WI2-8325B5.1
16717	RP5-827E24.1
16718	RP11-429E11.3
16719	RP11-429E11.2
16720	RP11-11M20.4
16721	RP11-157P1.4
16722	LAMA5-AS1
16723	RP5-908M14.9
16724	RP5-908M14.10
16725	RP5-908M14.5
16726	RP13-379O24.3
16727	RP13-379O24.2
16728	MIR1-1HG-AS1
16729	MIR1-1HG
16730	WI2-87327B8.1
16731	WI2-87327B8.2
16732	RP13-30A9.1
16733	RP13-30A9.2
16734	RP11-93B14.6
16735	RP11-93B14.9
16736	RP11-93B14.10
16737	SLCO4A1-AS1
16738	LINC00686
16739	RP11-93B14.4
16740	LINC00659
16741	OGFR-AS1
16742	RP4-563E14.1
16743	LINC01749
16744	LINC00029
16745	LINC01056
16746	HAR1B
16747	HAR1A
16748	RP5-963E22.7
16749	RP5-963E22.5
16750	RP5-963E22.8
16751	RP5-963E22.4
16752	RP5-963E22.6
16753	FLJ16779
16754	RP11-261N11.8
16755	RP11-358D14.3
16756	KCNQ2-AS1
16757	RP4-697K14.3
16758	RP4-697K14.15
16759	MHENCR
16760	RP4-583P15.16
16761	RP4-583P15.10
16762	ZBTB46-AS1
16763	C20orf181
16764	RP4-591C20.9
16765	UCKL1-AS1
16766	RP13-152O15.5
16767	RP5-1022E24.7
16768	LINC00266-1
16769	CH507-9B2.8
16770	RP11-717F1.1
16771	LINC01670
16772	RP11-717F1.2
16773	CH507-39O4.3
16774	CH507-39O4.1
16775	CH507-39O4.2
16776	CH507-42P11.3
16777	LINC01669
16778	CH507-42P11.7
16779	CH507-42P11.6
16780	CH507-145C22.4
16781	CH507-24F1.2
16782	CH507-145C22.1
16783	CH507-152C13.5
16784	CH507-152C13.6
16785	CH507-154B10.1
16786	CH507-145C22.3
16787	CH507-254M2.3
16788	CH507-210P18.1
16789	CH507-210P18.4
16790	CH507-210P18.5
16791	CH507-154B10.2
16792	CH507-236L23.1
16793	CH507-254M2.1
16794	CH507-236L23.3
16795	CH507-254M2.2
16796	CH507-338C24.1
16797	CH507-338C24.3
16798	CH507-513H4.1
16799	CH507-513H4.6
16800	CH507-513H4.7
16801	CH507-513H4.10
16802	CH507-513H4.9
16803	CH507-513H4.8
16804	CH507-513H4.5
16805	CH507-528H12.1
16806	CH507-513H4.4
16807	CH507-528H12.4
16808	CH507-528H12.12
16809	CH507-528H12.9
16810	CH507-528H12.7
16811	CH507-513H4.3
16812	CH507-528H12.3
16813	CH507-528H12.10
16814	CH507-528H12.8
16815	CH507-528H12.6
16816	LINC01666
16817	bP-2189O9.5
16818	bP-2171C21.3
16819	bP-21264C1.2
16820	RP11-570J4.3
16821	RP11-555K2.4
16822	bP-21201H5.2
16823	CH507-216K13.2
16824	AP003900.6
16825	AL078471.5
16826	AP001464.4
16827	RP1-127M18.1
16828	LINC01674
16829	AL050303.10
16830	AL050303.7
16831	AP001347.6
16832	SAMSN1-AS1
16833	AF127936.3
16834	AF127936.9
16835	LINC02246
16836	AF127577.8
16837	AF127577.10
16838	AF127577.11
16839	AF127577.13
16840	AF127577.12
16841	AF222684.1
16842	AF222685.1
16843	AF130248.1
16844	AF246928.1
16845	AJ006998.2
16846	AJ009632.3
16847	MIR99AHG
16848	AP001172.2
16849	AP001172.3
16850	AP000962.4
16851	AP000962.1
16852	AP000962.2
16853	AP000473.6
16854	AF212831.2
16855	LINC01549
16856	BTG3-AS1
16857	AP000432.2
16858	AP000432.3
16859	C21orf91-OT1
16860	AL109761.5
16861	CHODL-AS1
16862	AP000998.2
16863	AL109763.1
16864	MIR548XHG
16865	AF240627.2
16866	RP4-646P19.1
16867	AL157359.4
16868	AL157359.3
16869	AP000431.1
16870	AP000431.2
16871	AP000855.4
16872	LINC01683
16873	LINC02573
16874	LINC00320
16875	AP001136.2
16876	AF241725.4
16877	AF241725.6
16878	LINC00317
16879	LINC01425
16880	AP000472.3
16881	LINC01687
16882	LINC00308
16883	AP000705.7
16884	AP000959.2
16885	AP001255.2
16886	AP001116.4
16887	D21S2088E
16888	AP000459.7
16889	AP000961.1
16890	RP11-40E19.1
16891	AP000474.1
16892	AP000477.2
16893	AP000477.4
16894	AP000477.3
16895	AP000470.2
16896	LINC01689
16897	LINC01684
16898	LINC01692
16899	AP000402.3
16900	AP000146.2
16901	AP000235.3
16902	AP000233.2
16903	AP000233.3
16904	AP000233.4
16905	AP001340.3
16906	LINC00158
16907	AP000221.1
16908	MIR155HG
16909	AP000223.42
16910	AP000223.43
16911	AP001442.2
16912	AP001439.2
16913	APP-DT
16914	KB-1622E1.1
16915	AP001595.1
16916	AP001596.6
16917	CYYR1-AS1
16918	KB-1466C5.1
16919	AP001601.2
16920	AP001604.3
16921	AP001605.4
16922	LINC01673
16923	LINC00113
16924	AJ006995.3
16925	LINC00314
16926	LINC01697
16927	LINC01695
16928	AF131217.1
16929	LINC00161
16930	RP1-100J12.1
16931	AF129075.5
16932	RP1-100J12.2
16933	AF124730.4
16934	LINC00189
16935	BACH1-IT1
16936	AP000240.9
16937	BACH1-AS1
16938	BACH1-IT2
16939	BACH1-IT3
16940	RP11-313P22.1
16941	GRIK1-AS1
16942	AF096876.1
16943	LINC00307
16944	AP000248.1
16945	AP000251.3
16946	AP000253.1
16947	AP000254.8
16948	AP000255.6
16949	HUNK-AS1
16950	LINC00159
16951	AP000265.1
16952	MIS18A-AS1
16953	MRAP-AS1
16954	URB1-AS1
16955	PAXBP1-AS1
16956	C21orf62-AS1
16957	AP000280.66
16958	AP000281.2
16959	AP000282.2
16960	LINC01690
16961	LINC00945
16962	AP000289.6
16963	AP000290.7
16964	LINC01548
16965	IL10RB-DT
16966	AP000302.58
16967	LINC00649
16968	AP000569.9
16969	AP000320.7
16970	LINC00310
16971	AP000318.2
16972	AP000320.6
16973	CMP21-97G8.1
16974	CMP21-97G8.2
16975	LINC00160
16976	LINC01426
16977	AP000331.1
16978	AF015262.2
16979	AF015720.3
16980	LINC01436
16981	SETD4-AS1
16982	AP000688.14
16983	AP000688.15
16984	AP000688.29
16985	CBR3-AS1
16986	AP000692.10
16987	AP000692.9
16988	AP000695.6
16989	AP000695.4
16990	KB-176G8.1
16991	KB-1572B10.1
16992	KB-1572B10.2
16993	AP000696.2
16994	AP000697.6
16995	HLCS-IT1
16996	AP000704.5
16997	AP001429.1
16998	TTC3-AS1
16999	DSCR9
17000	AP001432.14
17001	AP001412.1
17002	AP001437.2
17003	AP001437.1
17004	AP001436.1
17005	KCNJ6-AS1
17006	DSCR4
17007	DSCR4-IT1
17008	DSCR8
17009	DSCR10
17010	AP001434.2
17011	LINC01423
17012	KB-2042G5.1
17013	LINC00114
17014	AF064858.6
17015	AP001042.1
17016	AP001042.2
17017	AP001043.1
17018	LINC01700
17019	AF064858.8
17020	AF064858.9
17021	AF064858.10
17022	AF129408.17
17023	BRWD1-IT1
17024	BRWD1-AS2
17025	BRWD1-AS1
17026	B3GALT5-AS1
17027	AF064860.5
17028	AF064860.7
17029	DSCAM-AS1
17030	DSCAM-IT1
17031	AF064866.1
17032	RP1-247E2.1
17033	LINC00323
17034	PLAC4
17035	BACE2-IT1
17036	AP001610.5
17037	AP001610.9
17038	AP006748.1
17039	PCSEAT
17040	LINC00111
17041	LINC00479
17042	LINC00112
17043	AP001615.9
17044	AP001619.3
17045	AP001619.2
17046	ZNF295-AS1
17047	UMODL1-AS1
17048	AP001625.4
17049	AP001625.5
17050	AP001625.6
17051	LINC01671
17052	AP001626.2
17053	PDE9A-AS1
17054	LINC01668
17055	AP001628.7
17056	AP001628.6
17057	AP001630.5
17058	KB-2007G4.1
17059	FRGCA
17060	AP001631.10
17061	LINC00322
17062	LINC01679
17063	AP001046.6
17064	LINC00319
17065	LINC00313
17066	AP001048.4
17067	KB-836E9.1
17068	AATBC
17069	LINC01678
17070	AP001055.8
17071	AP001056.1
17072	AP001057.1
17073	AP001059.6
17074	AP001059.7
17075	DNMT3L-AS1
17076	AP001062.8
17077	AP001062.7
17078	AP001062.9
17079	AP001063.1
17080	TRPM2-AS
17081	LRRC3-DT
17082	KB-68A7.1
17083	LINC02575
17084	KB-68A7.2
17085	TSPEAR-AS1
17086	TSPEAR-AS2
17087	AP001066.12
17088	LINC01424
17089	ITGB2-AS1
17090	LL21NC02-1C16.1
17091	LINC01547
17092	LL21NC02-1C16.2
17093	AP001505.10
17094	LINC00163
17095	LINC00165
17096	PICSAR
17097	RP5-1023B21.1
17098	LINC00334
17099	LINC00205
17100	RP1-112E20.1
17101	LINC00315
17102	BX322557.13
17103	LINC00316
17104	BX322559.3
17105	LL21NC02-21A1.1
17106	COL18A1-AS2
17107	COL18A1-AS1
17108	LINC01694
17109	GS1-53I10.1
17110	GS1-53I10.2
17111	RP1-101D8.1
17112	PCBP3-AS1
17113	AJ011931.2
17114	AJ011931.1
17115	PCBP3-OT1
17116	AJ011932.1
17117	AP001476.2
17118	AP001476.4
17119	AP001476.3
17120	AP001471.1
17121	FTCD-AS1
17122	AP001468.58
17123	AP001469.5
17124	MCM3AP-AS1
17125	AP001469.7
17126	AP001469.9
17127	DIP2A-IT1
17128	SC22CB-56B3.1
17129	LA16c-60D12.1
17130	LA16c-60D12.2
17131	LA16c-23H5.4
17132	LA16c-2F2.8
17133	POTEH-AS1
17134	PSLNR
17135	DUXAP8
17136	LL22NC03-N14H11.1
17137	LA16c-4G1.3
17138	KB-67B5.17
17139	KB-67B5.18
17140	AC005301.9
17141	KB-7G2.9
17142	ANKRD62P1-PARP4P3
17143	KB-7G2.8
17144	AC005301.10
17145	LINC01665
17146	AC007064.24
17147	AC006946.16
17148	AC006946.17
17149	LINC01664
17150	HDHD5-AS1
17151	CECR3
17152	CECR9
17153	AC007666.5
17154	AC004019.13
17155	LINC00528
17156	XXbac-B461K10.4
17157	XXbac-B461K10.9
17158	XXbac-B476C20.14
17159	XXbac-B476C20.13
17160	LINC01634
17161	XXbac-B476C20.9
17162	AC008079.10
17163	FAM230D
17164	FAM230J
17165	AC011718.3
17166	FAM230A
17167	XXbac-B33L19.6
17168	FAM247B
17169	FAM230E
17170	FAM230F
17171	AC008103.4
17172	AC007326.11
17173	AC007326.10
17174	DGCR5
17175	DGCR11
17176	DGCR12
17177	AC004471.9
17178	AC004471.10
17179	LINC01311
17180	XX-15A10.1
17181	AC000085.4
17182	AC000068.5
17183	AC000068.9
17184	AC000068.10
17185	AC000082.4
17186	LINC00895
17187	AC000067.1
17188	AC006547.13
17189	AC006547.15
17190	AC006547.8
17191	LINC02891
17192	LINC00896
17193	XXbac-B444P24.13
17194	XXbac-B444P24.14
17195	FAM230G
17196	XXbac-B33L19.4
17197	XXbac-B562F10.14
17198	AC007050.17
17199	AC007308.7
17200	LINC01637
17201	XXbac-B135H6.19
17202	XXbac-B135H6.18
17203	THAP7-AS1
17204	TUBA3FP
17205	AC002472.11
17206	KB-1592A4.15
17207	FAM230B
17208	KB-1592A4.14
17209	FAM230H
17210	KB-1183D5.14
17211	LINC01651
17212	KB-1440D3.14
17213	KB-1440D3.16
17214	KB-1440D3.13
17215	KB-1440D3.21
17216	KB-1440D3.20
17217	PPM1F-AS1
17218	LL22NC03-23C6.13
17219	CH17-264L24.1
17220	LL22NC03-2H8.5
17221	LL22NC03-2H8.4
17222	CH17-264L24.2
17223	LL22NC03-63E9.3
17224	CH17-420I24.1
17225	LL22NC03-102D1.18
17226	LINC02556
17227	LINC01659
17228	FAM230I
17229	KB-208E9.3
17230	LINC02557
17231	PCAT14
17232	AP000345.2
17233	KB-208E9.1
17234	KB-1572G7.3
17235	GUSBP11
17236	KB-1125A3.11
17237	KB-1125A3.12
17238	MIF-AS1
17239	AP000350.5
17240	KB-226F1.2
17241	KB-318B8.7
17242	ADORA2A-AS1
17243	AP000355.2
17244	AP000356.2
17245	BCRP3
17246	KB-1995A5.5
